start,end,peak_date,peak_value,threshold,n_points
1996-07-01,1996-10-01,1996-09-01,-0.030972327848509198,0.025273880111863562,4
1997-04-01,1997-08-01,1997-06-01,0.035505529905908946,0.025273880111863562,5
2010-08-01,2010-11-01,2010-10-01,-0.02912639536009362,0.025273880111863562,4
2011-06-01,2011-12-01,2011-09-01,0.03565861441198335,0.025273880111863562,7
