start,end,peak_date,peak_value,threshold,n_points
1984-12-01,1985-01-01,1985-01-01,0.1722104149415588,0.16863632430685463,2
1994-10-01,1995-04-01,1994-12-01,0.22244149454897236,0.16863632430685463,7
1998-07-01,1999-03-01,1998-12-01,-0.29966870714537475,0.16863632430685463,9
1999-09-01,1999-12-01,1999-10-01,0.25182974950346365,0.16863632430685463,4
2006-03-01,2006-04-01,2006-04-01,-0.17444046806195837,0.16863632430685463,2
2010-01-01,2010-03-01,2010-02-01,0.2083783461723797,0.16863632430685463,3
2010-09-01,2011-04-01,2010-12-01,-0.26763680679247287,0.16863632430685463,8
