season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,1.7531799633129594,1.7620178070484371,1.7708551208164067,1.7532370323161217,1.7648127259963076,1.776388494126934
JJA,1.3313406349956836,1.3292996724446766,1.3272592516913164,1.3243998651918787,1.3189326963562849,1.3134663678596894
MAM,1.8451421654742717,1.84667140573697,1.8482003474580893,1.8839196578315978,1.8842383011527772,1.8845563473908555
SON,1.7640507848270772,1.7517097668770134,1.73936952025025,1.7894867725861445,1.7774348108760023,1.765382927415999
