season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,275.0304839633525,274.86190825815714,274.2355084300406,274.9774917877393,274.6890008735893,274.182768830823
JJA,301.24401417028986,301.02001676811597,300.3867931739131,301.33118100724636,300.9690070652174,300.459954942029
MAM,287.9461064057971,287.75764322101446,287.1134222753623,287.8962246413044,287.58260686231887,287.0702505326087
SON,290.2660729304029,290.0542816336996,289.4044263589743,290.37087578021976,290.03246813186814,289.5103396007326
