season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,266.9680299547432,266.483935355932,265.6586495982247,266.8869777880737,266.30440253126955,265.64938157938894
JJA,289.60765281345533,289.1462453316951,288.3542179273523,289.5722503109255,289.0386939117874,288.4385384711666
MAM,275.51492002183113,275.01990380218064,274.2281362450641,275.529831032131,274.94301967897275,274.3288718679677
SON,280.13173041151555,279.67332740196815,278.8635714129214,280.10512573465763,279.5480074145418,278.8955767285693
