season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,265.63965830540553,265.14247713969803,264.33994322239437,265.55262844791764,264.93522902724993,264.26109762934055
JJA,287.4672409891304,286.99595537318845,286.2424450326087,287.56380464492753,287.000692173913,286.4024157862319
MAM,275.7194500326087,275.21972664855076,274.41289775724636,275.6764747463768,275.08609269565216,274.44378151086954
SON,278.6149716190476,278.1479484798535,277.36160006593406,278.7010231428572,278.109310978022,277.4372195164835
