season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,276.1292404318963,275.9636582579576,275.34035603961235,276.08432370259874,275.8035928775777,275.30524752842655
JJA,300.40284566464635,300.19107378531197,299.56996715379796,300.4791860276374,300.1303550609644,299.6345839016679
MAM,288.6955342721248,288.50741649019545,287.86353362815964,288.70307760929717,288.3900382221609,287.87819473708885
SON,290.08280128786413,289.8505623506539,289.18022087572257,290.2302674122346,289.8710926209614,289.3281724419786
