start,end,peak_date,peak_value,threshold,n_points
1993-09-01,1993-11-01,1993-10-01,-0.026674123382689575,0.02167540377573176,3
1994-05-01,1994-10-01,1994-07-01,0.03409182119537307,0.02167540377573176,6
2002-06-01,2002-08-01,2002-08-01,-0.022643024065872482,0.02167540377573176,3
2015-07-01,2015-12-01,2015-10-01,0.03092473319306701,0.02167540377573176,6
2016-07-01,2016-08-01,2016-07-01,-0.022175825215392714,0.02167540377573176,2
