start,end,peak_date,peak_value,threshold,n_points
1989-05-01,1989-05-01,1989-05-01,0.01651045232981165,0.016338149724303277,1
1991-09-01,1991-10-01,1991-10-01,0.01685846749597972,0.016338149724303277,2
1993-08-01,1993-12-01,1993-10-01,-0.026674123382689575,0.016338149724303277,5
1994-04-01,1994-11-01,1994-07-01,0.03409182119537307,0.016338149724303277,8
2002-04-01,2002-10-01,2002-08-01,-0.022643024065872482,0.016338149724303277,7
2004-06-01,2004-10-01,2004-07-01,0.02160895583543171,0.016338149724303277,5
2015-06-01,2016-01-01,2015-10-01,0.03092473319306701,0.016338149724303277,8
2016-06-01,2016-09-01,2016-07-01,-0.022175825215392714,0.016338149724303277,4
