centre_date,TAC
1994-12-01,0.418863179407299
1995-12-01,0.45159154453506856
1996-12-01,0.4538329958486238
1997-12-01,0.4925282272899307
1998-12-01,0.5789824399071831
1999-12-01,0.5767726445554145
2000-12-01,0.6023103627210243
2001-12-01,0.6136441506523765
2002-12-01,0.6193496557836006
2003-12-01,0.5456488499457148
2004-12-01,0.5964730381146351
2005-12-01,0.6328033381853841
2006-12-01,0.7104879714345949
2007-12-01,0.7095236352483099
2008-12-01,0.6937152957695795
2009-12-01,0.6990265858987257
2010-12-01,0.6976604395221393
2011-12-01,0.7078053100884228
2012-12-01,0.7285461721208468
2013-12-01,0.747100579474729
2014-12-01,0.7567918556288594
2015-12-01,0.730741748374159
2016-12-01,0.6179064946499304
2017-12-01,0.6189558921712458
2018-12-01,0.6017849070451422
2019-12-01,0.5901038312015676
2020-12-01,0.47477593396253975
2021-12-01,0.4226476089882434
2022-12-01,0.38684948292612825
2023-12-01,0.2277544140251754
2024-12-01,0.5283922813576708
2025-12-01,0.528433816869172
2026-12-01,0.5597968694321397
2027-12-01,0.5575233076636612
2028-12-01,0.5772821620216148
2029-12-01,0.5716936959937512
2030-12-01,0.627059693564845
2031-12-01,0.6387169644408333
2032-12-01,0.6611070500105602
2033-12-01,0.6885494467111106
2034-12-01,0.6549706030007103
2035-12-01,0.695785917071611
2036-12-01,0.6816030690301594
2037-12-01,0.6497164982839977
2038-12-01,0.6630227731722722
2039-12-01,0.6662612950559084
2040-12-01,0.5910685982738696
2041-12-01,0.6061147985928472
2042-12-01,0.6080113371500828
2043-12-01,0.5788803000317647
2044-12-01,0.5397449131240765
2045-12-01,0.5490553119640084
2046-12-01,0.5389219593572702
2047-12-01,0.5851501889328304
2048-12-01,0.5435359410415791
2049-12-01,0.555703561804962
2050-12-01,0.572921357081237
2051-12-01,0.4997938090436263
2052-12-01,0.42864543316318865
2053-12-01,0.40675929415488443
2054-12-01,0.52070639051612
2055-12-01,0.6175403834228533
2056-12-01,0.6334724125028057
2057-12-01,0.6244677508355978
2058-12-01,0.6451900182146538
2059-12-01,0.6464037858740886
2060-12-01,0.6344630147900804
