centre_date,TAC
1994-12-01,0.577651456845575
1995-12-01,0.6389990697012989
1996-12-01,0.6554202762433062
1997-12-01,0.6245659693899179
1998-12-01,0.5712620052116234
1999-12-01,0.5740559711153491
2000-12-01,0.5616644431139336
2001-12-01,0.5434500320317448
2002-12-01,0.554930595470844
2003-12-01,0.5898040763973506
2004-12-01,0.33474938983248276
2005-12-01,0.35784813585302255
2006-12-01,0.33542023324617803
2007-12-01,0.445901492140838
2008-12-01,0.5100880833722056
2009-12-01,0.6225738450423318
2010-12-01,0.6410261776541605
2011-12-01,0.6497386667779634
2012-12-01,0.6744725692601818
2013-12-01,0.6290054161286088
2014-12-01,0.6624444473215253
2015-12-01,0.6436941538144056
2016-12-01,0.6474937352137194
2017-12-01,0.514418273158742
2018-12-01,0.5499552729612992
2019-12-01,0.6951077967137389
2020-12-01,0.7020162345770146
2021-12-01,0.7004245380008199
2022-12-01,0.6673483213303971
2023-12-01,0.6577849078556457
2024-12-01,0.6491869282548006
2025-12-01,0.6887211159945407
2026-12-01,0.6761667385389184
2027-12-01,0.7699492169877585
2028-12-01,0.757199678100966
2029-12-01,0.722463101989033
2030-12-01,0.7231166193754062
2031-12-01,0.7032218646986759
2032-12-01,0.7057194948448979
2033-12-01,0.712488407893552
2034-12-01,0.7085639298172958
2035-12-01,0.6820237914288096
2036-12-01,0.6929141366798068
2037-12-01,0.5732360732898059
2038-12-01,0.5991062024094861
2039-12-01,0.6422608551613305
2040-12-01,0.63838750817051
2041-12-01,0.6659388855910013
2042-12-01,0.6786915997205119
2043-12-01,0.6848370636313514
2044-12-01,0.6909817480943794
2045-12-01,0.6961172926465217
2046-12-01,0.6875231677612882
2047-12-01,0.6758061964604667
2048-12-01,0.6837654817561646
2049-12-01,0.6610151676269677
2050-12-01,0.6675570039445534
2051-12-01,0.6519838228631378
2052-12-01,0.6513523268723899
2053-12-01,0.6471933671395818
2054-12-01,0.64671193386737
2055-12-01,0.6051513461314
2056-12-01,0.6157843347540628
2057-12-01,0.556286458000396
2058-12-01,0.5272501414846235
2059-12-01,0.49911895034015885
2060-12-01,0.4290074835271778
