centre_date,TAC
1994-12-01,0.6615182718737452
1995-12-01,0.6976213158892571
1996-12-01,0.6978952206285548
1997-12-01,0.6881063542055945
1998-12-01,0.6907922161677806
1999-12-01,0.6066713544939585
2000-12-01,0.5773625478698536
2001-12-01,0.5564313245329175
2002-12-01,0.5631006040563319
2003-12-01,0.34473648593275863
2004-12-01,0.5601375919066643
2005-12-01,0.5993352300824837
2006-12-01,0.6065430239452436
2007-12-01,0.5975751365942817
2008-12-01,0.5574490998989426
2009-12-01,0.5665047708675616
2010-12-01,0.6018876260920636
2011-12-01,0.6060565563177297
2012-12-01,0.6240359642162052
2013-12-01,0.603884934594509
2014-12-01,0.4709057615595091
2015-12-01,0.4328058782989317
2016-12-01,0.42409138345485803
2017-12-01,0.44425556314781484
2018-12-01,0.4913836370758233
2019-12-01,0.5422730620762763
2020-12-01,0.5395997543030224
2021-12-01,0.55593798641657
2022-12-01,0.5665449140758658
2023-12-01,0.5968141186907112
2024-12-01,0.7327548005100798
2025-12-01,0.7367301933908292
2026-12-01,0.7391386598730801
2027-12-01,0.7279811561999694
2028-12-01,0.7267509703306014
2029-12-01,0.7414136991241022
2030-12-01,0.7400567130909208
2031-12-01,0.7275427640335821
2032-12-01,0.7289503988732463
2033-12-01,0.7417937440855601
2034-12-01,0.6852716372011654
2035-12-01,0.7009389909097692
2036-12-01,0.7537189173017251
2037-12-01,0.7655225806145259
2038-12-01,0.7685184428228473
2039-12-01,0.7621262980276713
2040-12-01,0.778812081507045
2041-12-01,0.7883454266108038
2042-12-01,0.7823092129866519
2043-12-01,0.7736130721067336
2044-12-01,0.780491408012484
2045-12-01,0.7875214477915815
2046-12-01,0.7586190872719201
2047-12-01,0.7550589400554975
2048-12-01,0.7243127283342086
2049-12-01,0.6917643028449261
2050-12-01,0.6803769846627911
2051-12-01,0.6475612294485636
2052-12-01,0.5980646605696684
2053-12-01,0.5983560768666621
2054-12-01,0.6039785323722081
2055-12-01,0.5010669521130735
2056-12-01,0.4856223046598623
2057-12-01,0.49859070148103435
2058-12-01,0.5173120269352967
2059-12-01,0.5260037309089629
2060-12-01,0.47464169247064136
