centre_date,TAC,Var
1989-12-01,0.46006689254103067,0.5964099816504345
1990-12-01,0.5882210019988192,0.7414028814939553
1991-12-01,0.7335430320007591,0.6055939181010338
1992-12-01,0.6621288128465178,0.48764787767379725
1993-12-01,0.48602405101732443,0.6637764297222397
1994-12-01,0.27909560662483784,0.5665073385449058
1995-12-01,0.2725503672768845,0.5512882771024694
1996-12-01,0.08623648496762767,0.5666447320831121
1997-12-01,-0.017390646370610715,0.5339801587671938
1998-12-01,-0.02586481112728758,0.3756891032773121
1999-12-01,-0.10449684979153204,0.30619912836684027
2000-12-01,-0.01885544698034894,0.4109792443752078
2001-12-01,-0.07534092742453585,0.44307408344616944
2002-12-01,-0.13033572448072261,0.3866402059440138
2003-12-01,-0.0459241488856346,0.6510958709752498
2004-12-01,0.1123195581310614,0.8663647075737123
2005-12-01,0.05455165700379744,0.8830345381507981
2006-12-01,0.11132907649032789,0.8595799634971653
2007-12-01,0.18854111457875602,0.88811581125883
2008-12-01,0.17333546534605626,0.653079433276478
2009-12-01,0.13186712355404306,0.5774682491967112
2010-12-01,0.1475802854776213,0.837793633380658
2011-12-01,0.16305308483433506,0.8038873448080401
2012-12-01,0.1009575447278686,0.8622158461821475
2013-12-01,0.3717055855526116,1.2716316278321902
2014-12-01,0.48547281255822394,1.2708587257492034
2015-12-01,0.6674989688735113,0.7507756129024181
2016-12-01,0.5974436824740154,0.647022867267646
2017-12-01,0.17898109566533743,0.3698270977959558
2018-12-01,0.06274064653368708,0.3259345335119279
