season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,275.8466369477353,292.36383969268223,302.424280757799,279.07008719456127,289.8515257833223,298.2156012748381
JJA,348.0937954785497,358.8981418094653,364.0489219879318,345.01393667182845,354.7755498137498,361.0008713381529
MAM,302.83797838283294,317.90361311810665,328.1590994150721,301.04523339704593,311.9883108372754,320.96631343471785
SON,273.485231942702,283.70851025745316,290.5496552327743,273.07231517505545,279.75259180888884,285.0911362235027
