season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,241.8576429495527,256.6248962982005,266.10369178250477,243.21871735135343,252.7061768575317,260.66454813776613
JJA,313.0199241945944,323.4818957114621,329.62595615125286,312.83680761130864,322.11098135671824,328.5967331194567
MAM,303.2244352059742,317.1467932261108,326.18254507581173,302.51576861981914,312.44030535247055,320.39257580910896
SON,260.03627518986974,270.4935899890159,277.4369109881243,262.5552632712052,269.8397616919651,275.5266454402538
