centre_date,TAC,Var
1992-06-01,0.6873920779144627,2.3953458427991468
1993-06-01,0.2741528804649029,0.3601083369054704
1994-06-01,0.1722927749328894,0.25516547937365547
1995-06-01,0.6561809933742568,0.9666862928706222
1996-06-01,0.6890140195188279,1.4476111277432844
1997-06-01,0.6879637531924739,1.4963435738957618
1998-06-01,0.6971002890025247,1.5522628048762368
1999-06-01,0.6970404009318414,1.5451220561542498
2000-06-01,0.692965577830108,1.4625468741171757
2001-06-01,0.6989547185717516,0.9544160190966939
2002-06-01,0.7118593275598982,1.228246244260217
2003-06-01,0.7471746014263684,1.1068706639182604
2004-06-01,0.7329016036654714,1.2176494386210017
2005-06-01,0.6186127076758853,0.6307084731451295
2006-06-01,0.5458775078961636,0.5809562292417417
2007-06-01,0.3151152527846363,0.29363257853876323
2008-06-01,0.4053672280010496,0.3605617782366988
2009-06-01,0.3843127032619315,0.29635565970465216
2010-06-01,0.6061843464321346,0.5623575933054107
2011-06-01,0.6355057707854109,0.7937725252338605
2012-06-01,0.6503457963067921,0.7897473094615746
2013-06-01,0.6092490887934209,1.1306915059466258
2014-06-01,0.5426356868827855,1.14051239921455
2015-06-01,0.3696983726573113,0.9350388404688608
2016-06-01,0.3535410797567184,0.8200421572522334
2017-06-01,0.3214388501508991,0.9171322981893306
2018-06-01,0.22313114902510273,0.6273828617022719
2019-06-01,0.27240920535723795,0.5340720872162413
2020-06-01,0.30169217854050967,0.422583906124755
2021-06-01,0.2924480106580197,0.3490036529445989
2022-06-01,0.6671700339846964,0.6291625363117423
2023-06-01,0.6952219966815217,0.7716514561095156
2024-06-01,0.6140659246958657,0.8960872880281007
2025-06-01,0.596194179706621,0.8447168722609768
2026-06-01,0.5607096046964182,0.9242867678553623
2027-06-01,0.48979094833702475,0.829121756567559
2028-06-01,0.4048124977707079,0.6329389806374279
2029-06-01,0.4819179061970708,0.4881224041350096
2030-06-01,0.5350645319046867,0.5797847149333801
2031-06-01,0.5831866955300167,0.5504884609980334
2032-06-01,0.42621876565047895,0.3343629141520773
2033-06-01,0.6617676778747831,0.874846848525002
2034-06-01,0.644140213567525,0.8967851720425929
2035-06-01,0.6373620160747817,0.9606287251717908
2036-06-01,0.646318153249112,1.2232425335583388
2037-06-01,0.6720753913447536,1.1715178995870863
2038-06-01,0.6311174314835551,0.860918112329334
2039-06-01,0.555267064231611,0.9025957015700675
2040-06-01,0.6050846654819019,1.315933234980403
2041-06-01,0.6216490352769716,1.455853275520329
2042-06-01,0.6242980381413487,1.4545391273053383
2043-06-01,0.626162059287722,1.2381860250894308
2044-06-01,0.6886457284358629,1.180574607826863
2045-06-01,0.579226936581311,0.5696992804344266
2046-06-01,0.6067652582191552,0.34672968367177054
2047-06-01,0.5978507006302696,0.33692979585779936
2048-06-01,0.5163214050789757,0.39615959229271697
2049-06-01,0.4823694199901628,0.6167424073729408
2050-06-01,0.3979512512684496,0.48662801875094064
2051-06-01,0.2725023188914631,0.3754509081161755
2052-06-01,0.39829502377118486,0.539762403037406
2053-06-01,0.3932398160314963,0.5706728194911715
2054-06-01,0.48123796657708756,0.5476219411792472
2055-06-01,0.5202803207198329,0.8563694627139525
2056-06-01,0.5461521438309549,1.0369988862276014
2057-06-01,0.5594726224687689,1.229456268160063
2058-06-01,0.6224622053739111,1.2867678448482374
2059-06-01,0.4807152482200169,1.1985661685383986
2060-06-01,0.6058919489971343,1.587158752555963
2061-06-01,0.5786335713826968,1.3781343462293192
2062-06-01,0.5785415587232627,1.0653765267445285
2063-06-01,0.46493896613554725,1.2430741338115783
