centre_date,TAC,Var
1992-06-01,0.6440749001908483,1.4831260302229756
1993-06-01,0.44308641656295317,0.23514767882757784
1994-06-01,0.49977592092977374,0.33971013392359295
1995-06-01,0.3246249347442505,0.2916890972888979
1996-06-01,0.2817841740603423,0.37399960560623824
1997-06-01,0.46788359237363614,0.6019290759929166
1998-06-01,0.47477385309065306,0.6759059745748728
1999-06-01,0.47660466161496023,0.6632777977879347
2000-06-01,0.5419609254989946,0.6855956021854948
2001-06-01,0.5375207088018856,0.6814542432685942
2002-06-01,0.31271598324978667,0.477680526245277
2003-06-01,0.20476197623001305,0.35507772651969227
2004-06-01,0.2504474308070656,0.3977169868573364
2005-06-01,0.3627476654290722,0.495616485477805
2006-06-01,0.5143206754118005,0.607683062637554
2007-06-01,0.47002968301512754,0.5651638911509801
2008-06-01,0.4617100936014736,0.5799927301779068
2009-06-01,0.44677688983364294,0.5062978911297581
2010-06-01,0.5409935550285314,0.6347152647763066
2011-06-01,0.46110969226809556,0.458225982209125
2012-06-01,0.6640405445144025,0.6455938205212446
2013-06-01,0.6572832532477487,0.6250783224516605
2014-06-01,0.6854056171742356,0.5844074934808201
2015-06-01,0.6934132361086941,0.48647804178792053
2016-06-01,0.6779838181092791,0.5858920471004121
2017-06-01,0.5585946690964035,0.337898361996631
2018-06-01,0.5703256382159154,0.34544382201674284
2019-06-01,0.5538311706151036,0.40060346101499217
2020-06-01,0.08759155333202027,0.3569171456866227
2021-06-01,0.3740651601802808,0.49885281334680726
2022-06-01,0.7168342003042363,2.1350365286451902
2023-06-01,0.7233924105948822,2.116169354523417
2024-06-01,0.7281257008396389,2.318394973395527
2025-06-01,0.7508093927976922,2.3567098593171574
2026-06-01,0.6989079053558171,2.134573352529409
2027-06-01,0.340316417126804,0.5767263711472252
2028-06-01,0.6322803908642881,1.3614419893277874
2029-06-01,0.5928599543717513,1.4229062490817985
2030-06-01,0.7118630754889004,1.8536757207570838
2031-06-01,0.7088777623374123,1.8646504233986765
2032-06-01,0.7064260642332488,1.8735523615390852
2033-06-01,0.5713439976708563,1.2386559143311902
2034-06-01,0.579428636823193,1.0172726395922025
2035-06-01,0.3521246216997225,0.6339349528497537
2036-06-01,0.5615813183332545,1.459582761358985
2037-06-01,0.6309016205988757,1.8239111440348892
2038-06-01,0.6442672104837418,1.6272661365099215
2039-06-01,0.6566018984157791,1.660440324484882
2040-06-01,0.6716171229106811,1.5103651814336272
2041-06-01,0.6368107094159984,0.5899071965673892
2042-06-01,0.6471532164437942,0.7516766684125328
2043-06-01,0.6434692355603739,0.8131396900871403
2044-06-01,0.5997599033044848,1.0605404282692326
2045-06-01,0.5751389523291778,1.2248630562198675
2046-06-01,0.5637099905623051,1.2729093407998637
2047-06-01,0.434642103506926,0.8900773222699907
2048-06-01,0.4579813941409832,1.0619554451495905
2049-06-01,0.4950251622109197,1.2998234535881907
2050-06-01,0.5515705070588256,1.6218981350644561
2051-06-01,0.6111596835953197,1.834251260069573
2052-06-01,0.6332081005363017,1.7751084357464995
2053-06-01,0.6360083728649262,1.6625888715815134
2054-06-01,0.6516973181139015,1.140193074001024
2055-06-01,0.6591943512123735,0.656792729908861
2056-06-01,0.5746426147915751,0.4652012693186758
2057-06-01,0.5021880042454978,0.5388398476306545
2058-06-01,0.31560583052516183,0.37655084573693326
2059-06-01,0.5822713807251001,0.6940958531288742
2060-06-01,0.5368957899294137,0.7488317797233766
2061-06-01,0.4929499724841206,0.6789305729348981
2062-06-01,0.48118867970061746,0.59729887271053
2063-06-01,0.5547638246102358,0.560466575200938
