start,end,peak_date,peak_value,threshold,n_points
2006-10-01,2007-04-01,2007-02-01,0.3269020047276299,0.24735662053642174,7
2010-01-01,2010-01-01,2010-01-01,0.2532059749228609,0.24735662053642174,1
2011-09-01,2012-01-01,2011-11-01,0.30004356222041245,0.24735662053642174,5
2016-12-01,2017-03-01,2017-01-01,-0.3172991418432416,0.24735662053642174,4
