start,end,peak_date,peak_value,threshold,n_points
2006-11-01,2006-11-01,2006-11-01,0.29116323574315356,0.2868912082553552,1
2010-01-01,2010-01-01,2010-01-01,0.28998194939637795,0.2868912082553552,1
