season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,265.34861872020207,264.837286723776,263.9957204005354,265.1388780897457,264.52714721555833,263.8407110876861
JJA,286.82028263479043,286.33039698946305,285.53640266086745,286.85202220972036,286.285542971846,285.67673723524894
MAM,274.7552741562111,274.24383033531296,273.4292546811311,274.71912248583806,274.12304105344026,273.4844863283461
SON,277.6421890482361,277.17150058397004,276.3616878858853,277.6500307523287,277.0741209204817,276.41392490261205
