season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,274.2097627123331,274.0362408751063,273.40153289756444,274.18228915942024,273.8901948644665,273.3765421224279
JJA,299.5654746521739,299.340058134058,298.6971755942029,299.66273422101455,299.30512048550725,298.79350467753625
MAM,286.18629138043474,286.0141133949275,285.3856524673913,286.13420569927536,285.83678155797105,285.33977158333335
SON,288.7036010476191,288.482917069597,287.8211319194139,288.8327434029304,288.48713413919415,287.95514483882783
