season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,265.20834909074756,264.7140576697563,263.881341681741,265.0327805223879,264.4404343312837,263.76135343607416
JJA,287.1183138224638,286.63012014492756,285.8372679456522,287.1392583333334,286.57215523188404,285.9621990652174
MAM,274.7188679057971,274.206294807971,273.38860753623186,274.6621354021739,274.063910884058,273.4200291340579
SON,277.7644771721612,277.2981351062271,276.49911010256415,277.78456523809524,277.214863014652,276.56688051282055
