centre_date,TAC,Var
1996-06-01,0.29554926047033586,0.70302629787268
1997-06-01,0.4414837338345697,0.7856383773799958
1998-06-01,0.44200335479781694,0.8170207070916169
1999-06-01,0.5445692445149137,0.8204330345731591
2000-06-01,0.5756075815858661,0.8474667973764277
2001-06-01,0.611829208735511,0.7789569043975418
2002-06-01,0.5484621697444959,0.7027989984487059
2003-06-01,0.37925711164554987,0.5542380843276706
2004-06-01,0.6150869772992263,0.5930339064616919
2005-06-01,0.6353074405452126,0.566108217114634
2006-06-01,0.6671919518960021,0.6012952977679699
2007-06-01,0.5506439643324489,0.6005524669502986
2008-06-01,0.5036230409474802,0.6137484640841758
2009-06-01,0.46307679043467515,0.6178688933096891
2010-06-01,0.4199679871659758,0.5928415784832155
2011-06-01,0.43975432355296074,0.6475101687175285
2012-06-01,0.4758903831765659,0.7053737416091295
2013-06-01,0.5157363565955052,0.7595678747832278
2014-06-01,0.4497808692803269,0.7819524657938804
2015-06-01,0.4108512964390739,0.7341856154391536
2016-06-01,0.4083488405833886,0.7203554947020061
