centre_date,Var
1994-12-01,2.0013096065232725
1995-12-01,1.8566998796301084
1996-12-01,1.9636348085196806
1997-12-01,1.932537406052047
1998-12-01,1.9764844420726744
1999-12-01,1.906346352635915
2000-12-01,0.865860929678087
2001-12-01,0.8365731650242387
2002-12-01,0.8491256580865537
2003-12-01,0.6472647215897214
2004-12-01,0.7950832369656167
2005-12-01,0.8135692548147128
2006-12-01,0.796660275923958
2007-12-01,0.8474999217386752
2008-12-01,0.7657430427850419
2009-12-01,0.6709716460634476
2010-12-01,0.8007865693260799
2011-12-01,1.0079273098311792
2012-12-01,1.0380198138648264
2013-12-01,1.5963141794397366
2014-12-01,1.3125646098698565
2015-12-01,1.2453628109973958
2016-12-01,1.1693769277190227
2017-12-01,1.1478858319745333
2018-12-01,1.1466714291560276
2019-12-01,1.177195651966343
2020-12-01,0.9439664448529711
2021-12-01,0.8591662897828213
2022-12-01,0.9031958620272179
2023-12-01,0.4376419950135395
2024-12-01,0.4205499797638001
2025-12-01,0.4307035180443654
2026-12-01,0.44982914524004214
2027-12-01,0.42360623075106746
2028-12-01,0.4410497381080006
2029-12-01,0.435872789529133
2030-12-01,0.4314172235211877
2031-12-01,0.294591801336251
2032-12-01,0.24872971503848254
2033-12-01,0.24606902145223752
2034-12-01,0.5106104586768669
2035-12-01,0.48915018401152777
2036-12-01,0.5041138848248462
2037-12-01,0.5064942956331131
2038-12-01,0.5223411279118252
2039-12-01,0.5083020681462574
2040-12-01,0.5669571741280865
2041-12-01,0.5376453119426331
2042-12-01,0.7937653967494693
2043-12-01,0.8078964585975497
2044-12-01,0.6211007251612761
2045-12-01,0.7246172473869441
2046-12-01,0.6782017531547482
2047-12-01,0.6922386361149426
2048-12-01,0.8940005731211536
2049-12-01,1.3109466771455554
2050-12-01,1.3238244001150576
2051-12-01,1.378317796493725
2052-12-01,1.1509588687903314
2053-12-01,1.2915144526846136
2054-12-01,1.3855541377761984
2055-12-01,1.3409459681595266
2056-12-01,1.421796819510666
2057-12-01,1.4985072256938508
2058-12-01,1.289293920359399
2059-12-01,0.8902981005296808
2060-12-01,0.9695333156868369
