centre_date,Var
1994-12-01,1.6510564727763088
1995-12-01,1.1933073811291348
1996-12-01,1.186292767332974
1997-12-01,1.8479870275284331
1998-12-01,1.8142055970214868
1999-12-01,2.0046144553980527
2000-12-01,1.993333000034672
2001-12-01,2.0136729684606256
2002-12-01,1.3488212673090245
2003-12-01,1.0909205523906118
2004-12-01,1.0748111296044978
2005-12-01,1.0390553594604992
2006-12-01,1.1746187552514302
2007-12-01,0.601292175176469
2008-12-01,0.7172521484695099
2009-12-01,0.5372442810183022
2010-12-01,0.7246676427818276
2011-12-01,0.7245791828586102
2012-12-01,0.7404741416952423
2013-12-01,0.7583236693088204
2014-12-01,0.789573855653156
2015-12-01,0.8058972725228899
2016-12-01,0.6535255372499681
2017-12-01,0.644354379672372
2018-12-01,0.530676290703808
2019-12-01,0.6583771758946787
2020-12-01,0.5590559732653826
2021-12-01,0.7022221663983215
2022-12-01,0.6576719269134168
2023-12-01,0.661803647901775
2024-12-01,0.7042993208305006
2025-12-01,0.6825217581924276
2026-12-01,0.6658924052797526
2027-12-01,0.633678746804127
2028-12-01,0.6346025492594405
2029-12-01,0.6306386868553928
2030-12-01,0.8123652233458661
2031-12-01,0.6502637445906159
2032-12-01,0.6982067442665736
2033-12-01,0.8883270388252201
2034-12-01,0.8003053967863633
2035-12-01,0.9236545937343386
2036-12-01,0.9416433602343134
2037-12-01,1.5414013186975832
2038-12-01,1.6158432683161073
2039-12-01,1.5377799656507911
2040-12-01,1.2114480816530813
2041-12-01,1.2533562402258493
2042-12-01,1.1915401567790835
2043-12-01,1.0797097131243718
2044-12-01,1.078299260971943
2045-12-01,0.9729618581483729
2046-12-01,1.0510288378266566
2047-12-01,0.3965031547397973
2048-12-01,0.3157846207836685
2049-12-01,0.36102455921710547
2050-12-01,0.397974139448057
2051-12-01,0.417087513447742
2052-12-01,0.4980572683011279
2053-12-01,0.52928537874653
2054-12-01,0.8463996604323791
2055-12-01,0.8630961456889972
2056-12-01,0.8404597716319174
2057-12-01,1.1238483537270139
2058-12-01,1.1468365988934839
2059-12-01,1.148306785316301
2060-12-01,1.258711871678077
