centre_date,Var
1994-12-01,0.9506865827454173
1995-12-01,0.9690872673196579
1996-12-01,0.8850919030442714
1997-12-01,0.8940590132919235
1998-12-01,1.0247442009293484
1999-12-01,1.0275055168312797
2000-12-01,1.0828399066231476
2001-12-01,0.9859720728669613
2002-12-01,1.2064096672829978
2003-12-01,0.9577248405448167
2004-12-01,1.0860109899445207
2005-12-01,1.3027782263931267
2006-12-01,1.9164733335528528
2007-12-01,1.9148704902219504
2008-12-01,1.717911683904442
2009-12-01,1.7773490618234802
2010-12-01,1.8586437418136135
2011-12-01,1.885944022617481
2012-12-01,1.7120097962513667
2013-12-01,1.7550470256689132
2014-12-01,1.6327698859005089
2015-12-01,1.3838770825721145
2016-12-01,0.7469874034571395
2017-12-01,0.7209426553771631
2018-12-01,0.7559926158172028
2019-12-01,0.7044927775316583
2020-12-01,0.45874750782779294
2021-12-01,0.44828897601699275
2022-12-01,0.48733225740151764
2023-12-01,0.4356925772444751
2024-12-01,0.8350008944746964
2025-12-01,0.8239000866418867
2026-12-01,0.9098148106424132
2027-12-01,0.9155784394223082
2028-12-01,1.0049444379036536
2029-12-01,1.0225521999404592
2030-12-01,1.238238580588288
2031-12-01,1.2545269871402638
2032-12-01,1.185068536293887
2033-12-01,1.251125180012088
2034-12-01,1.0163556713822244
2035-12-01,0.9357868291224629
2036-12-01,0.8400936215626456
2037-12-01,0.9389891963799217
2038-12-01,0.9646210625625775
2039-12-01,0.9904720944840348
2040-12-01,0.8484295984982443
2041-12-01,0.9714851632976232
2042-12-01,1.0063863188424154
2043-12-01,0.8469483845459136
2044-12-01,0.695108594951492
2045-12-01,0.7315860306447378
2046-12-01,0.75516361847544
2047-12-01,0.6696628313419982
2048-12-01,0.6017982909054169
2049-12-01,0.5620879518641372
2050-12-01,0.5508482506034602
2051-12-01,0.4172791651159203
2052-12-01,0.40501771781525914
2053-12-01,0.4060478671090836
2054-12-01,0.7703142810143547
2055-12-01,1.0742727509459322
2056-12-01,1.0465384353356821
2057-12-01,1.027964120640381
2058-12-01,1.0522527280135636
2059-12-01,1.0596317733145328
2060-12-01,1.0413925182465698
