,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
2015-01-01,78.92450167741936,78.49547048387097,77.90457919354839,79.26169483870969,78.85739019354838,78.37663841935485
2015-02-01,76.54455896428571,76.12851132142858,75.58639121428573,76.59333435714287,76.12934007142857,75.60100217857143
2015-03-01,74.0269665483871,74.09442574193548,74.34243632258065,73.36911022580645,73.39138822580645,73.71420296774194
2015-04-01,73.62243706666666,73.33752446666668,72.8726468,73.1194417,72.88760526666667,72.5572448
2015-05-01,83.64261761290324,83.84675712903226,83.91542677419355,83.7269775483871,83.90884629032259,83.97785061290323
2015-06-01,73.78585733333333,73.96395963333333,74.22440243333334,73.48751793333334,73.62921343333333,73.84066003333332
2015-07-01,78.83832138709677,78.98067816129031,78.99457787096773,78.57149135483871,78.75369767741935,78.78650958064516
2015-08-01,75.3117704516129,75.5704894516129,75.8608076451613,75.58423858064515,75.82829041935483,76.08129977419355
2015-09-01,76.30508526666668,76.33207813333334,76.49381513333333,76.62335003333334,76.69280816666667,76.8844011
2015-10-01,77.58938983870968,77.68856206451613,77.9585021935484,77.9459422580645,78.01171487096775,78.26176293548387
2015-11-01,79.5150716,79.36188293333333,79.1137698,80.0203554,79.8177085,79.58523853333332
2015-12-01,82.3649600967742,81.85483035483871,81.0779179032258,82.052986,81.55111267741935,80.90528138709678
2016-01-01,78.70859825806453,78.2154714516129,77.46820699999999,78.83906977419355,78.3659398064516,77.713876
2016-02-01,72.51575120689655,72.190147,71.80641920689655,72.71793410344827,72.38361565517242,72.04514634482759
2016-03-01,78.59791812903225,78.29607261290322,77.88771035483872,78.45048529032258,78.15173777419355,77.79790700000001
2016-04-01,81.59192006666667,81.48206933333333,81.38341013333334,82.10322156666666,81.98727783333334,81.90186766666667
2016-05-01,85.01737619354839,84.81988612903226,84.63874348387097,85.33613158064516,85.14165690322581,84.97022351612902
2016-06-01,76.4503772,76.43648206666667,76.40124206666665,77.08309510000001,77.02947153333334,76.9744681
2016-07-01,83.57303348387096,83.58966635483871,83.5457705483871,83.75337341935484,83.75993290322582,83.6808090967742
2016-08-01,83.73535870967741,83.84613338709678,83.86543512903226,83.50734296774193,83.59874987096775,83.63353706451613
2016-09-01,80.78757503333333,81.1538755,81.4277372,80.52969913333332,80.91487856666666,81.20367126666666
2016-10-01,74.6997045483871,74.87444119354839,74.88708622580644,74.27842003225807,74.45573529032258,74.51101829032258
2016-11-01,78.29531983333332,78.24090073333333,77.94998536666667,78.16150306666667,78.10901366666667,77.8709717
2016-12-01,80.2747815483871,79.9776468064516,79.42571825806452,80.30376129032258,79.97914793548388,79.50723783870968
2017-01-01,74.85616558064517,74.49672541935483,74.03778558064516,75.14055432258064,74.75137832258063,74.32795877419355
2017-02-01,73.60488946428572,73.10947453571428,72.39517978571429,73.81080203571427,73.27658221428571,72.5856145
2017-03-01,79.58132119354839,79.00946170967742,78.35112993548388,78.28312029032259,77.70031254838709,77.15426929032259
2017-04-01,72.5596158,72.60334973333333,72.70482376666668,71.98110369999999,71.99822040000001,72.08930059999999
2017-05-01,81.54596154838708,81.65504741935484,81.85999225806452,81.95624245161291,82.06981067741935,82.25778338709678
2017-06-01,83.02456779999999,82.81156683333333,82.72008699999999,83.57953473333333,83.35453526666667,83.2173903
2017-07-01,78.6180338064516,78.83505874193548,78.85545480645162,78.72880712903226,78.98051522580644,79.03766190322581
2017-08-01,75.86155225806452,75.94782238709678,75.91305267741936,75.74992670967741,75.81017796774194,75.79404141935484
2017-09-01,83.04043556666667,83.09581263333332,82.9235788,82.96163346666667,83.04380876666667,82.90742743333334
2017-10-01,73.74284319354838,73.8225977419355,73.79136880645162,74.11563403225807,74.14122183870967,74.10910074193548
2017-11-01,78.8428155,78.51174420000001,78.06934406666666,79.81951373333332,79.47567380000001,79.0291952
2017-12-01,80.2202994516129,79.91015261290323,79.51945667741936,80.69351477419356,80.3296131935484,79.94638574193549
2018-01-01,78.65613377419355,78.16340022580646,77.37187529032259,78.60780093548387,78.12962719354839,77.47627006451613
