,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
2015-01-01,263.8623477419355,263.3523822580645,262.51749,263.56188096774196,262.96214806451616,262.30271870967744
2015-02-01,270.84340392857143,270.3755175,269.5794317857143,270.85843892857145,270.2789496428571,269.6300460714286
2015-03-01,268.18721903225804,267.6385064516129,266.74395612903226,268.25013258064513,267.60960645161293,266.86045806451614
2015-04-01,276.57860633333337,276.1994463333333,275.57440833333334,276.5874503333333,276.13845933333334,275.712018
2015-05-01,282.3782758064516,281.9285570967742,281.18685290322577,282.46268032258064,281.92896096774194,281.36348838709677
2015-06-01,284.42802300000005,283.92960733333337,283.18906766666663,284.435443,283.84343366666667,283.2488666666667
2015-07-01,286.17505677419354,285.62872612903226,284.81790161290326,286.1962077419355,285.56948322580644,284.9035929032258
2015-08-01,287.27018774193544,286.84299548387094,286.10755903225805,287.3487441935484,286.84465741935486,286.2810012903226
2015-09-01,280.2967686666667,279.9240656666667,279.179034,280.260743,279.78408,279.16368166666666
2015-10-01,280.27045032258064,279.89919806451616,279.1951487096774,280.2594122580645,279.792984516129,279.25320645161287
2015-11-01,273.124217,272.6423243333333,271.8025646666667,273.013578,272.42249566666663,271.7222873333333
2015-12-01,269.4782767741936,269.1149335483871,268.4506677419355,269.2715880645161,268.8303935483871,268.3625096774194
2016-01-01,263.66053612903227,263.2660441935484,262.549595483871,263.47055387096776,262.9803980645161,262.43994258064515
2016-02-01,262.8416006896552,262.3562527586207,261.60217103448275,262.42888999999997,261.79888068965516,261.1638786206897
2016-03-01,269.8872206451613,269.3882570967742,268.55831387096777,270.00826064516133,269.41031032258064,268.72023064516134
2016-04-01,273.5671216666667,273.12459466666667,272.3699206666667,273.55975333333333,273.03579333333334,272.4488533333333
2016-05-01,281.1941138709677,280.8592164516129,280.2449716129032,281.24189516129036,280.827845483871,280.41256612903226
2016-06-01,285.95297666666664,285.362471,284.48355133333337,285.87796266666663,285.2082486666667,284.521677
2016-07-01,288.9765664516129,288.5497693548387,287.7788448387097,289.0172922580645,288.52889387096775,287.9641061290323
