season,"(42.125, -75.125)","(42.125, -74.875)","(42.125, -74.625)","(42.375, -75.125)","(42.375, -74.875)","(42.375, -74.625)"
DJF,226.51315128048756,240.72323274013257,250.1563843318887,226.01189209312412,235.1943666972038,243.1191050957771
JJA,311.7860090165203,322.1394544648743,328.15696016443394,311.1956754520608,320.38442832502943,326.7235117051114
MAM,292.7121911326676,306.2928261312372,315.263868201256,292.8532868308221,302.60648374435584,310.49517296669933
SON,263.97036010659656,273.9707848094633,280.36884125731365,264.2995334840247,271.0665339217197,276.171602796996
